Grid Size,100
NULL,NodeType,GridX,GridY,Length,Width,Height,PosX,PosY,PosZ
0,1,46,30,1,1,0,-4.0,-20.0,3.0
0,1,46,29,1,1,0,-4.0,-21.0,3.0
0,1,47,29,1,1,0,-3.0,-21.0,3.0
0,1,48,29,1,1,0,-2.0,-21.0,3.0
0,1,48,30,1,1,0,-2.0,-20.0,3.0
0,1,48,31,1,1,0,-2.0,-19.0,3.0
0,1,47,31,1,1,0,-3.0,-19.0,3.0
0,0,47,31,1,1,0,-3.0,-19.0,3.0
1,1,0,0,0,0,0,0,0,0
0,1,46,31,1,1,0,-4.0,-19.0,3.0
0,1,46,30,1,1,0,-4.0,-20.0,3.0
0,1,47,30,1,1,0,-3.0,-20.0,3.0
0,1,48,30,1,1,0,-2.0,-20.0,3.0
0,1,48,31,1,1,0,-2.0,-19.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,0,47,46,1,1,0,-3.0,-4.0,3.0
0,1,46,47,1,1,0,-4.0,-3.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,48,46,1,1,0,-2.0,-4.0,3.0
1,1,0,0,0,0,0,0,0,0
0,1,47,47,1,1,0,-3.0,-3.0,3.0
0,0,47,47,1,1,0,-3.0,-3.0,3.0
0,1,46,48,1,1,0,-4.0,-2.0,3.0
0,1,46,47,1,1,0,-4.0,-3.0,3.0
1,1,0,0,0,0,0,0,0,0
0,1,47,46,1,1,0,-3.0,-4.0,3.0
0,1,48,46,1,1,0,-2.0,-4.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,0,47,53,1,1,0,-3.0,3.0,3.0
1,1,0,0,0,0,0,0,0,0
0,1,46,53,1,1,0,-4.0,3.0,3.0
0,1,46,52,1,1,0,-4.0,2.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,48,54,1,1,0,-2.0,4.0,3.0
0,1,47,54,1,1,0,-3.0,4.0,3.0
0,0,47,54,1,1,0,-3.0,4.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,46,53,1,1,0,-4.0,3.0,3.0
0,1,47,53,1,1,0,-3.0,3.0,3.0
1,1,0,0,0,0,0,0,0,0
0,1,48,54,1,1,0,-2.0,4.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,0,47,69,1,1,0,-3.0,19.0,3.0
0,1,46,70,1,1,0,-4.0,20.0,3.0
0,1,46,69,1,1,0,-4.0,19.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,48,69,1,1,0,-2.0,19.0,3.0
0,1,48,70,1,1,0,-2.0,20.0,3.0
0,1,47,70,1,1,0,-3.0,20.0,3.0
0,0,47,70,1,1,0,-3.0,20.0,3.0
0,1,46,71,1,1,0,-4.0,21.0,3.0
0,1,46,70,1,1,0,-4.0,20.0,3.0
0,1,46,69,1,1,0,-4.0,19.0,3.0
0,1,47,69,1,1,0,-3.0,19.0,3.0
0,1,48,69,1,1,0,-2.0,19.0,3.0
0,1,48,70,1,1,0,-2.0,20.0,3.0
0,1,48,71,1,1,0,-2.0,21.0,3.0
0,1,47,71,1,1,0,-3.0,21.0,3.0
0,0,47,71,1,1,0,-3.0,21.0,3.0
1,1,0,0,0,0,0,0,0,0
0,1,46,71,1,1,0,-4.0,21.0,3.0
0,1,46,70,1,1,0,-4.0,20.0,3.0
0,1,47,70,1,1,0,-3.0,20.0,3.0
0,1,48,70,1,1,0,-2.0,20.0,3.0
0,1,48,71,1,1,0,-2.0,21.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,0,47,78,1,1,0,-3.0,28.0,3.0
0,1,46,79,1,1,0,-4.0,29.0,3.0
0,1,46,78,1,1,0,-4.0,28.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,48,78,1,1,0,-2.0,28.0,3.0
0,1,48,79,1,1,0,-2.0,29.0,3.0
0,1,47,79,1,1,0,-3.0,29.0,3.0
0,0,47,79,1,1,0,-3.0,29.0,3.0
1,1,0,0,0,0,0,0,0,0
0,1,46,79,1,1,0,-4.0,29.0,3.0
0,1,46,78,1,1,0,-4.0,28.0,3.0
0,1,47,78,1,1,0,-3.0,28.0,3.0
0,1,48,78,1,1,0,-2.0,28.0,3.0
0,1,48,79,1,1,0,-2.0,29.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,0,47,87,1,1,0,-3.0,37.0,3.0
0,1,46,88,1,1,0,-4.0,38.0,3.0
0,1,46,87,1,1,0,-4.0,37.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,48,87,1,1,0,-2.0,37.0,3.0
0,1,48,88,1,1,0,-2.0,38.0,3.0
0,1,47,88,1,1,0,-3.0,38.0,3.0
0,0,47,88,1,1,0,-3.0,38.0,3.0
1,1,0,0,0,0,0,0,0,0
0,1,46,88,1,1,0,-4.0,38.0,3.0
0,1,46,87,1,1,0,-4.0,37.0,3.0
0,1,47,87,1,1,0,-3.0,37.0,3.0
0,1,48,87,1,1,0,-2.0,37.0,3.0
0,1,48,88,1,1,0,-2.0,38.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,0,47,97,1,1,0,-3.0,47.0,3.0
0,1,46,98,1,1,0,-4.0,48.0,3.0
0,1,46,97,1,1,0,-4.0,47.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,48,97,1,1,0,-2.0,47.0,3.0
0,1,48,98,1,1,0,-2.0,48.0,3.0
0,1,47,98,1,1,0,-3.0,48.0,3.0
0,0,47,98,1,1,0,-3.0,48.0,3.0
0,1,46,99,1,1,0,-4.0,49.0,3.0
0,1,46,98,1,1,0,-4.0,48.0,3.0
0,1,46,97,1,1,0,-4.0,47.0,3.0
0,1,47,97,1,1,0,-3.0,47.0,3.0
0,1,48,97,1,1,0,-2.0,47.0,3.0
0,1,48,98,1,1,0,-2.0,48.0,3.0
0,1,48,99,1,1,0,-2.0,49.0,3.0
0,1,47,99,1,1,0,-3.0,49.0,3.0
0,0,47,99,1,1,0,-3.0,49.0,3.0
1,1,0,0,0,0,0,0,0,0
0,1,46,99,1,1,0,-4.0,49.0,3.0
0,1,46,98,1,1,0,-4.0,48.0,3.0
0,1,47,98,1,1,0,-3.0,48.0,3.0
0,1,48,98,1,1,0,-2.0,48.0,3.0
0,1,48,99,1,1,0,-2.0,49.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,0,48,1,1,1,0,-2.0,-49.0,3.0
0,1,47,2,1,1,0,-3.0,-48.0,3.0
0,1,47,1,1,1,0,-3.0,-49.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,49,1,1,1,0,-1.0,-49.0,3.0
0,1,49,2,1,1,0,-1.0,-48.0,3.0
0,1,48,2,1,1,0,-2.0,-48.0,3.0
0,0,48,2,1,1,0,-2.0,-48.0,3.0
0,1,47,3,1,1,0,-3.0,-47.0,3.0
0,1,47,2,1,1,0,-3.0,-48.0,3.0
0,1,47,1,1,1,0,-3.0,-49.0,3.0
0,1,48,1,1,1,0,-2.0,-49.0,3.0
0,1,49,1,1,1,0,-1.0,-49.0,3.0
0,1,49,2,1,1,0,-1.0,-48.0,3.0
0,1,49,3,1,1,0,-1.0,-47.0,3.0
0,1,48,3,1,1,0,-2.0,-47.0,3.0
0,0,48,3,1,1,0,-2.0,-47.0,3.0
1,1,0,0,0,0,0,0,0,0
0,1,47,3,1,1,0,-3.0,-47.0,3.0
0,1,47,2,1,1,0,-3.0,-48.0,3.0
0,1,48,2,1,1,0,-2.0,-48.0,3.0
0,1,49,2,1,1,0,-1.0,-48.0,3.0
0,1,49,3,1,1,0,-1.0,-47.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,0,48,12,1,1,0,-2.0,-38.0,3.0
0,1,47,13,1,1,0,-3.0,-37.0,3.0
0,1,47,12,1,1,0,-3.0,-38.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,49,12,1,1,0,-1.0,-38.0,3.0
0,1,49,13,1,1,0,-1.0,-37.0,3.0
0,1,48,13,1,1,0,-2.0,-37.0,3.0
0,0,48,13,1,1,0,-2.0,-37.0,3.0
1,1,0,0,0,0,0,0,0,0
0,1,47,13,1,1,0,-3.0,-37.0,3.0
0,1,47,12,1,1,0,-3.0,-38.0,3.0
0,1,48,12,1,1,0,-2.0,-38.0,3.0
0,1,49,12,1,1,0,-1.0,-38.0,3.0
0,1,49,13,1,1,0,-1.0,-37.0,3.0
0,1,49,14,1,1,0,-1.0,-36.0,3.0
1,1,0,0,0,0,0,0,0,0
0,0,48,20,1,1,0,-2.0,-30.0,3.0
0,1,47,21,1,1,0,-3.0,-29.0,3.0
0,1,47,20,1,1,0,-3.0,-30.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,49,19,1,1,0,-1.0,-31.0,3.0
0,1,49,20,1,1,0,-1.0,-30.0,3.0
0,1,49,21,1,1,0,-1.0,-29.0,3.0
0,1,48,21,1,1,0,-2.0,-29.0,3.0
0,0,48,21,1,1,0,-2.0,-29.0,3.0
0,1,47,22,1,1,0,-3.0,-28.0,3.0
0,1,47,21,1,1,0,-3.0,-29.0,3.0
0,1,47,20,1,1,0,-3.0,-30.0,3.0
0,1,48,20,1,1,0,-2.0,-30.0,3.0
0,1,49,20,1,1,0,-1.0,-30.0,3.0
0,1,49,21,1,1,0,-1.0,-29.0,3.0
0,1,49,22,1,1,0,-1.0,-28.0,3.0
0,1,48,22,1,1,0,-2.0,-28.0,3.0
0,0,48,22,1,1,0,-2.0,-28.0,3.0
1,1,0,0,0,0,0,0,0,0
0,1,47,22,1,1,0,-3.0,-28.0,3.0
0,1,47,21,1,1,0,-3.0,-29.0,3.0
0,1,48,21,1,1,0,-2.0,-29.0,3.0
0,1,49,21,1,1,0,-1.0,-29.0,3.0
0,1,49,22,1,1,0,-1.0,-28.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,0,48,29,1,1,0,-2.0,-21.0,3.0
0,1,47,30,1,1,0,-3.0,-20.0,3.0
0,1,47,29,1,1,0,-3.0,-21.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,49,29,1,1,0,-1.0,-21.0,3.0
0,1,49,30,1,1,0,-1.0,-20.0,3.0
0,1,48,30,1,1,0,-2.0,-20.0,3.0
0,0,48,30,1,1,0,-2.0,-20.0,3.0
0,1,47,31,1,1,0,-3.0,-19.0,3.0
0,1,47,30,1,1,0,-3.0,-20.0,3.0
0,1,47,29,1,1,0,-3.0,-21.0,3.0
0,1,48,29,1,1,0,-2.0,-21.0,3.0
0,1,49,29,1,1,0,-1.0,-21.0,3.0
0,1,49,30,1,1,0,-1.0,-20.0,3.0
0,1,49,31,1,1,0,-1.0,-19.0,3.0
0,1,48,31,1,1,0,-2.0,-19.0,3.0
0,0,48,31,1,1,0,-2.0,-19.0,3.0
1,1,0,0,0,0,0,0,0,0
0,1,47,31,1,1,0,-3.0,-19.0,3.0
0,1,47,30,1,1,0,-3.0,-20.0,3.0
0,1,48,30,1,1,0,-2.0,-20.0,3.0
0,1,49,30,1,1,0,-1.0,-20.0,3.0
0,1,49,31,1,1,0,-1.0,-19.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,0,48,46,1,1,0,-2.0,-4.0,3.0
0,1,47,47,1,1,0,-3.0,-3.0,3.0
0,1,47,46,1,1,0,-3.0,-4.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,49,45,1,1,0,-1.0,-5.0,3.0
0,1,49,46,1,1,0,-1.0,-4.0,3.0
0,1,49,47,1,1,0,-1.0,-3.0,3.0
1,1,0,0,0,0,0,0,0,0
0,0,48,54,1,1,0,-2.0,4.0,3.0
1,1,0,0,0,0,0,0,0,0
0,1,47,54,1,1,0,-3.0,4.0,3.0
0,1,47,53,1,1,0,-3.0,3.0,3.0
1,1,0,0,0,0,0,0,0,0
0,1,49,53,1,1,0,-1.0,3.0,3.0
0,1,49,54,1,1,0,-1.0,4.0,3.0
0,1,49,55,1,1,0,-1.0,5.0,3.0
1,1,0,0,0,0,0,0,0,0
0,0,48,69,1,1,0,-2.0,19.0,3.0
0,1,47,70,1,1,0,-3.0,20.0,3.0
0,1,47,69,1,1,0,-3.0,19.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,49,69,1,1,0,-1.0,19.0,3.0
0,1,49,70,1,1,0,-1.0,20.0,3.0
0,1,48,70,1,1,0,-2.0,20.0,3.0
0,0,48,70,1,1,0,-2.0,20.0,3.0
0,1,47,71,1,1,0,-3.0,21.0,3.0
0,1,47,70,1,1,0,-3.0,20.0,3.0
0,1,47,69,1,1,0,-3.0,19.0,3.0
0,1,48,69,1,1,0,-2.0,19.0,3.0
0,1,49,69,1,1,0,-1.0,19.0,3.0
0,1,49,70,1,1,0,-1.0,20.0,3.0
0,1,49,71,1,1,0,-1.0,21.0,3.0
0,1,48,71,1,1,0,-2.0,21.0,3.0
0,0,48,71,1,1,0,-2.0,21.0,3.0
1,1,0,0,0,0,0,0,0,0
0,1,47,71,1,1,0,-3.0,21.0,3.0
0,1,47,70,1,1,0,-3.0,20.0,3.0
0,1,48,70,1,1,0,-2.0,20.0,3.0
0,1,49,70,1,1,0,-1.0,20.0,3.0
0,1,49,71,1,1,0,-1.0,21.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,0,48,78,1,1,0,-2.0,28.0,3.0
0,1,47,79,1,1,0,-3.0,29.0,3.0
0,1,47,78,1,1,0,-3.0,28.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,49,78,1,1,0,-1.0,28.0,3.0
0,1,49,79,1,1,0,-1.0,29.0,3.0
0,1,48,79,1,1,0,-2.0,29.0,3.0
0,0,48,79,1,1,0,-2.0,29.0,3.0
1,1,0,0,0,0,0,0,0,0
0,1,47,79,1,1,0,-3.0,29.0,3.0
0,1,47,78,1,1,0,-3.0,28.0,3.0
0,1,48,78,1,1,0,-2.0,28.0,3.0
0,1,49,78,1,1,0,-1.0,28.0,3.0
0,1,49,79,1,1,0,-1.0,29.0,3.0
0,1,49,80,1,1,0,-1.0,30.0,3.0
1,1,0,0,0,0,0,0,0,0
0,0,48,87,1,1,0,-2.0,37.0,3.0
0,1,47,88,1,1,0,-3.0,38.0,3.0
0,1,47,87,1,1,0,-3.0,37.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,49,86,1,1,0,-1.0,36.0,3.0
0,1,49,87,1,1,0,-1.0,37.0,3.0
0,1,49,88,1,1,0,-1.0,38.0,3.0
0,1,48,88,1,1,0,-2.0,38.0,3.0
0,0,48,88,1,1,0,-2.0,38.0,3.0
1,1,0,0,0,0,0,0,0,0
0,1,47,88,1,1,0,-3.0,38.0,3.0
0,1,47,87,1,1,0,-3.0,37.0,3.0
0,1,48,87,1,1,0,-2.0,37.0,3.0
0,1,49,87,1,1,0,-1.0,37.0,3.0
0,1,49,88,1,1,0,-1.0,38.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,0,48,97,1,1,0,-2.0,47.0,3.0
0,1,47,98,1,1,0,-3.0,48.0,3.0
0,1,47,97,1,1,0,-3.0,47.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,49,97,1,1,0,-1.0,47.0,3.0
0,1,49,98,1,1,0,-1.0,48.0,3.0
0,1,48,98,1,1,0,-2.0,48.0,3.0
0,0,48,98,1,1,0,-2.0,48.0,3.0
0,1,47,99,1,1,0,-3.0,49.0,3.0
0,1,47,98,1,1,0,-3.0,48.0,3.0
0,1,47,97,1,1,0,-3.0,47.0,3.0
0,1,48,97,1,1,0,-2.0,47.0,3.0
0,1,49,97,1,1,0,-1.0,47.0,3.0
0,1,49,98,1,1,0,-1.0,48.0,3.0
0,1,49,99,1,1,0,-1.0,49.0,3.0
0,1,48,99,1,1,0,-2.0,49.0,3.0
0,0,48,99,1,1,0,-2.0,49.0,3.0
1,1,0,0,0,0,0,0,0,0
0,1,47,99,1,1,0,-3.0,49.0,3.0
0,1,47,98,1,1,0,-3.0,48.0,3.0
0,1,48,98,1,1,0,-2.0,48.0,3.0
0,1,49,98,1,1,0,-1.0,48.0,3.0
0,1,49,99,1,1,0,-1.0,49.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,0,49,1,1,1,0,-1.0,-49.0,3.0
0,1,48,2,1,1,0,-2.0,-48.0,3.0
0,1,48,1,1,1,0,-2.0,-49.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,50,1,1,1,0,0.0,-49.0,3.0
0,1,50,2,1,1,0,0.0,-48.0,3.0
0,1,49,2,1,1,0,-1.0,-48.0,3.0
0,0,49,2,1,1,0,-1.0,-48.0,3.0
0,1,48,3,1,1,0,-2.0,-47.0,3.0
0,1,48,2,1,1,0,-2.0,-48.0,3.0
0,1,48,1,1,1,0,-2.0,-49.0,3.0
0,1,49,1,1,1,0,-1.0,-49.0,3.0
0,1,50,1,1,1,0,0.0,-49.0,3.0
0,1,50,2,1,1,0,0.0,-48.0,3.0
0,1,50,3,1,1,0,0.0,-47.0,3.0
0,1,49,3,1,1,0,-1.0,-47.0,3.0
0,0,49,3,1,1,0,-1.0,-47.0,3.0
1,1,0,0,0,0,0,0,0,0
0,1,48,3,1,1,0,-2.0,-47.0,3.0
0,1,48,2,1,1,0,-2.0,-48.0,3.0
0,1,49,2,1,1,0,-1.0,-48.0,3.0
0,1,50,2,1,1,0,0.0,-48.0,3.0
0,1,50,3,1,1,0,0.0,-47.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,0,49,12,1,1,0,-1.0,-38.0,3.0
0,1,48,13,1,1,0,-2.0,-37.0,3.0
0,1,48,12,1,1,0,-2.0,-38.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,50,12,1,1,0,0.0,-38.0,3.0
0,1,50,13,1,1,0,0.0,-37.0,3.0
0,1,49,13,1,1,0,-1.0,-37.0,3.0
0,0,49,13,1,1,0,-1.0,-37.0,3.0
1,1,0,0,0,0,0,0,0,0
0,1,48,13,1,1,0,-2.0,-37.0,3.0
0,1,48,12,1,1,0,-2.0,-38.0,3.0
0,1,49,12,1,1,0,-1.0,-38.0,3.0
0,1,50,12,1,1,0,0.0,-38.0,3.0
0,1,50,13,1,1,0,0.0,-37.0,3.0
0,1,50,14,1,1,0,0.0,-36.0,3.0
0,1,49,14,1,1,0,-1.0,-36.0,3.0
0,0,49,14,1,1,0,-1.0,-36.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,48,13,1,1,0,-2.0,-37.0,3.0
0,1,49,13,1,1,0,-1.0,-37.0,3.0
0,1,50,13,1,1,0,0.0,-37.0,3.0
0,1,50,14,1,1,0,0.0,-36.0,3.0
0,1,50,15,1,1,0,0.0,-35.0,3.0
0,1,49,15,1,1,0,-1.0,-35.0,3.0
0,0,49,15,1,1,0,-1.0,-35.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,49,14,1,1,0,-1.0,-36.0,3.0
0,1,50,14,1,1,0,0.0,-36.0,3.0
0,1,50,15,1,1,0,0.0,-35.0,3.0
0,1,50,16,1,1,0,0.0,-34.0,3.0
0,1,49,16,1,1,0,-1.0,-34.0,3.0
0,0,49,16,1,1,0,-1.0,-34.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,49,15,1,1,0,-1.0,-35.0,3.0
0,1,50,15,1,1,0,0.0,-35.0,3.0
0,1,50,16,1,1,0,0.0,-34.0,3.0
0,1,50,17,1,1,0,0.0,-33.0,3.0
0,1,49,17,1,1,0,-1.0,-33.0,3.0
0,0,49,17,1,1,0,-1.0,-33.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,49,16,1,1,0,-1.0,-34.0,3.0
0,1,50,16,1,1,0,0.0,-34.0,3.0
0,1,50,17,1,1,0,0.0,-33.0,3.0
0,1,50,18,1,1,0,0.0,-32.0,3.0
0,1,49,18,1,1,0,-1.0,-32.0,3.0
0,0,49,18,1,1,0,-1.0,-32.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,49,17,1,1,0,-1.0,-33.0,3.0
0,1,50,17,1,1,0,0.0,-33.0,3.0
0,1,50,18,1,1,0,0.0,-32.0,3.0
0,1,50,19,1,1,0,0.0,-31.0,3.0
0,1,49,19,1,1,0,-1.0,-31.0,3.0
0,0,49,19,1,1,0,-1.0,-31.0,3.0
0,1,48,20,1,1,0,-2.0,-30.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,49,18,1,1,0,-1.0,-32.0,3.0
0,1,50,18,1,1,0,0.0,-32.0,3.0
0,1,50,19,1,1,0,0.0,-31.0,3.0
0,1,50,20,1,1,0,0.0,-30.0,3.0
0,1,49,20,1,1,0,-1.0,-30.0,3.0
0,0,49,20,1,1,0,-1.0,-30.0,3.0
0,1,48,21,1,1,0,-2.0,-29.0,3.0
0,1,48,20,1,1,0,-2.0,-30.0,3.0
1,1,0,0,0,0,0,0,0,0
0,1,49,19,1,1,0,-1.0,-31.0,3.0
0,1,50,19,1,1,0,0.0,-31.0,3.0
0,1,50,20,1,1,0,0.0,-30.0,3.0
0,1,50,21,1,1,0,0.0,-29.0,3.0
0,1,49,21,1,1,0,-1.0,-29.0,3.0
0,0,49,21,1,1,0,-1.0,-29.0,3.0
0,1,48,22,1,1,0,-2.0,-28.0,3.0
0,1,48,21,1,1,0,-2.0,-29.0,3.0
0,1,48,20,1,1,0,-2.0,-30.0,3.0
0,1,49,20,1,1,0,-1.0,-30.0,3.0
0,1,50,20,1,1,0,0.0,-30.0,3.0
0,1,50,21,1,1,0,0.0,-29.0,3.0
0,1,50,22,1,1,0,0.0,-28.0,3.0
0,1,49,22,1,1,0,-1.0,-28.0,3.0
0,0,49,22,1,1,0,-1.0,-28.0,3.0
1,1,0,0,0,0,0,0,0,0
0,1,48,22,1,1,0,-2.0,-28.0,3.0
0,1,48,21,1,1,0,-2.0,-29.0,3.0
0,1,49,21,1,1,0,-1.0,-29.0,3.0
0,1,50,21,1,1,0,0.0,-29.0,3.0
0,1,50,22,1,1,0,0.0,-28.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,0,49,29,1,1,0,-1.0,-21.0,3.0
0,1,48,30,1,1,0,-2.0,-20.0,3.0
0,1,48,29,1,1,0,-2.0,-21.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,50,29,1,1,0,0.0,-21.0,3.0
0,1,50,30,1,1,0,0.0,-20.0,3.0
0,1,49,30,1,1,0,-1.0,-20.0,3.0
0,0,49,30,1,1,0,-1.0,-20.0,3.0
0,1,48,31,1,1,0,-2.0,-19.0,3.0
0,1,48,30,1,1,0,-2.0,-20.0,3.0
0,1,48,29,1,1,0,-2.0,-21.0,3.0
0,1,49,29,1,1,0,-1.0,-21.0,3.0
0,1,50,29,1,1,0,0.0,-21.0,3.0
0,1,50,30,1,1,0,0.0,-20.0,3.0
0,1,50,31,1,1,0,0.0,-19.0,3.0
0,1,49,31,1,1,0,-1.0,-19.0,3.0
0,0,49,31,1,1,0,-1.0,-19.0,3.0
1,1,0,0,0,0,0,0,0,0
0,1,48,31,1,1,0,-2.0,-19.0,3.0
0,1,48,30,1,1,0,-2.0,-20.0,3.0
0,1,49,30,1,1,0,-1.0,-20.0,3.0
0,1,50,30,1,1,0,0.0,-20.0,3.0
0,1,50,31,1,1,0,0.0,-19.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,0,49,45,1,1,0,-1.0,-5.0,3.0
0,1,48,46,1,1,0,-2.0,-4.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,50,45,1,1,0,0.0,-5.0,3.0
1,1,0,0,0,0,0,0,0,0
0,1,49,46,1,1,0,-1.0,-4.0,3.0
0,0,49,46,1,1,0,-1.0,-4.0,3.0
1,1,0,0,0,0,0,0,0,0
0,1,48,46,1,1,0,-2.0,-4.0,3.0
1,1,0,0,0,0,0,0,0,0
0,1,49,45,1,1,0,-1.0,-5.0,3.0
0,1,50,45,1,1,0,0.0,-5.0,3.0
1,1,0,0,0,0,0,0,0,0
0,1,50,47,1,1,0,0.0,-3.0,3.0
0,1,49,47,1,1,0,-1.0,-3.0,3.0
0,0,49,47,1,1,0,-1.0,-3.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,48,46,1,1,0,-2.0,-4.0,3.0
0,1,49,46,1,1,0,-1.0,-4.0,3.0
1,1,0,0,0,0,0,0,0,0
0,1,50,47,1,1,0,0.0,-3.0,3.0
1,1,0,0,0,0,0,0,0,0
0,1,49,48,1,1,0,-1.0,-2.0,3.0
0,0,49,48,1,1,0,-1.0,-2.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,49,47,1,1,0,-1.0,-3.0,3.0
0,1,50,47,1,1,0,0.0,-3.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,49,49,1,1,0,-1.0,-1.0,3.0
0,0,49,49,1,1,0,-1.0,-1.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,49,48,1,1,0,-1.0,-2.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
0,1,49,50,1,1,0,-1.0,0.0,3.0
0,0,49,50,1,1,0,-1.0,0.0,3.0
1,1,0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0,0,0
